Ticker,Name,Market Cap,Sector,Business Summary,Industry,Shares Outstanding,Institution Ownership,Current Price,52-Week High,52-Week Low,Enterprise Value,Beta,Weekly Price Change %,Monthly Price Change %,Quarterly Price Change %,Half-Yearly Price Change %,Yearly Price Change %,YTD Price Change %,2019 Revenues,2020 Revenues,2021 Revenues,2022 Revenues,2023 Revenues,2024 Revenues,2025 Revenues,2019 Net Income,2020 Net Income,2021 Net Income,2022 Net Income,2023 Net Income,2024 Net Income,2025 Net Income,2019 EBITDA,2020 EBITDA,2021 EBITDA,2022 EBITDA,2023 EBITDA,2024 EBITDA,2025 EBITDA,2019 EBIT,2020 EBIT,2021 EBIT,2022 EBIT,2023 EBIT,2024 EBIT,2025 EBIT,Currency,Unit
IRON,"Disc Medicine, Inc.",673791296.0,Healthcare,"Disc Medicine, Inc., together with its subsidiaries, a clinical-stage biopharmaceutical company, engages in the discovery, development, and commercialization of novel treatments for patients suffering from serious hematologic diseases in the United States. The company has assembled a portfolio of clinical and preclinical product candidates that aim to modify fundamental biological pathways associated with the formation and function of red blood cells, primarily heme biosynthesis and iron homeostasis. Its pipeline includes bitopertin for the treatment of erythropoietic porphyrias, including erythropoietic protoporphyria, X-linked protoporphyria, and diamond-blackfan anemia; DISC-0974 for the treatment of anemia of myelofibrosis, and anemia of chronic kidney disease; and DISC-3405 for the treatment of polycythemia vera, and other hematologic disorders. The company's preclinical programs include DISC-0998, for the treatment of anemia associated with inflammatory diseases. Disc Medicine, Inc. was founded in 2017 and is headquartered in Watertown, Massachusetts.",Biotechnology,24681000.0,0.85052,27.3,77.6,25.6,315511072.0,0.0,-9.84,-54.12,-55.94,-35.26,-8.54,-52.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.97,-46.83,-76.43,-111.7,-137.4,0.0,0.0,0.0,0.0,-91.02,-110.3,-156.6,0.0,0.0,0.0,-47.48,-91.12,-132.9,-146.3,0.0,0.0,USD,Million
SCOR,"comScore, Inc.",68854568.0,Communication Services,"comScore, Inc. operates as an information and analytics company that measures audiences, consumer behavior, and advertising across media platforms in the United States, Europe, Latin America, Canada, and internationally. The company provides digital ad solutions, including Media Metrix Multi-Platform and Mobile Metrix, which measure websites and applications on computers, smartphones, and tablets; Video Metrix that delivers measurement of digital video consumption; Plan Metrix, which offers understanding of consumer lifestyle; Total Home Panel Suite, which capture OTT, connected TV, and IOT device usage and content consumption; CCR, which enhances validated campaign essentials verification of mobile and desktop video campaigns; XMedia Enhanced, which provides a deduplicated view of national programming content; Comscore marketing solutions; Lift Models, which measures the impact of advertising on a brand; Survey Analytics, which measure various consumer insights including brand health metrics; and Activation Solutions, including audience activation and content activation. The company's cross platform solutions products and services comprises Comscore TVNational that helps customers understand the performance of network advertising campaigns; Comscore TVLocal allows customers to understand consumer viewing patterns and characteristics; OnDemand Essentials that provides transactional tracking and reporting; Movie Solutions; and Hollywood Software Suite. In addition, it offers custom solutions for planning, optimization, and evaluation of advertising campaigns and brand protection. Further, the company provides products that measure movie viewership and box office results by capturing movie ticket sales in real time or near real time. It serves digital publishers, television networks, movie studios, content owners, brand advertisers, agencies, and technology providers. The company was incorporated in 1999 and is headquartered in Reston, Virginia.",Internet Content & Information,4755150.0,0.35597,14.48,22.0,9.6,284958624.0,1.092,-1.76,-5.05,-22.44,14.77,-32.96,-13.29,388.6,356.0,367.0,376.4,371.3,379.1,397.1,-339.0,-47.92,-62.66,-82.07,-95.63,6.1,0.0,6.215,32.3,31.87,37.01,44.03,51.12,56.15,-310.5,-21.28,-28.86,-74.87,-73.6,13.35,0.0,USD,Million
GLYC,"GlycoMimetics, Inc.",119555496.0,Healthcare,"GlycoMimetics, Inc., a biotechnology company, focuses on the discovery and development of therapies for cancers and inflammatory diseases in the United States. It develops uproleselan, an E-selectin antagonist, which is used in combination with chemotherapy to treat acute myeloid leukemia (AML), as well as completed phase 3 trial to treat relapsed/refractory AML. The company also develops various other programs, including GMI-1687, an antagonist of E-selectin to treat vaso-occlusive crisis; and GMI-2093, a galectin-3 carbohydrate-binding protein. In addition, its portfolio comprises GMI-1359, which targets e-selectin and a chemokine receptor for the treatment of osteosarcoma. The company has a cooperative research and development agreement with the National Cancer Institute; and a collaboration and license agreement with Apollomics (Hong Kong) Limited for the development and commercialization of uproleselan and GMI-1687. GlycoMimetics, Inc. was incorporated in 2003 and is headquartered in Rockville, Maryland.",Biotechnology,64450400.0,0.53423,1.855,3.53,1.11,78571040.0,2.193,-18.64,-34.22,-39.58,58.55,32.5,-21.4,0.0,10.16,1.16,0.075,0.01,0.0,28.74,-57.89,-51.03,-63.43,-46.69,-36.9,-40.64,-29.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.39,-51.51,-63.45,-47.4,-39.28,-41.44,-30.34,USD,Million
OCUL,"Ocular Therapeutix, Inc.",743134976.0,Healthcare,"Ocular Therapeutix, Inc., a biopharmaceutical company, focuses on the formulation, development, and commercialization of therapies for diseases and conditions of the eye using its bioresorbable hydrogel-based formulation technology in the United States. The company markets DEXTENZA, a dexamethasone ophthalmic insert to treat post-surgical ocular inflammation and pain following ophthalmic surgery, as well as allergic conjunctivitis. It is developing AXPAXLI, an axitinib intravitreal implant that is in phase 3 trials for the treatment of wet age-related macular degeneration and other retinal diseases; PAXTRAVA, a travoprost intracameral implant, which is in phase 2 clinical trials for the treatment of open-angle glaucoma or ocular hypertension; OTX-CSI, a cyclosporine intracanalicular insert that has completed phase 2 clinical trials for the treatment of dry eye disease; and OTX-DED, a dexamethasone intracanalicular insert, which is in phase 2 clinical trials for the short-term treatment of the signs and symptoms of dry eye disease. In addition, the company offers modulator for intermediate and late dry age-related macular degeneration; and gene delivery for inherited retinal degenerations and protein biofactory indications. The company has a strategic collaboration with Regeneron Pharmaceuticals, Inc. (Regeneron) for the development and commercialization of products using the company's sustained-release hydrogel in combination with Regeneron's large molecule VEGF-targeting compounds for the treatment of retinal diseases; and AffaMed Therapeutics Limited for the development and commercialization of DEXTENZA and OTX-TIC. Ocular Therapeutix, Inc. was incorporated in 2006 and is headquartered in Bedford, Massachusetts.",Biotechnology,148627008.0,0.50067,4.645,11.31,1.995,577956480.0,1.322,-38.72,-50.64,15.84,100.22,-25.08,4.15,4.227,17.4,43.52,51.49,58.44,68.34,84.72,-86.37,-155.6,-6.553,-71.04,-80.74,-101.1,-108.1,-83.27,-60.07,-75.62,-76.54,-79.4,-85.28,1422.0,-85.8,-62.85,-78.04,-78.65,-82.38,-99.61,-104.9,USD,Million
IMVT,"Immunovant, Inc.",4184438016.0,Healthcare,"Immunovant, Inc., a clinical-stage biopharmaceutical company, develops monoclonal antibodies for the treatment of autoimmune diseases. It develops batoclimab, a novel fully human monoclonal antibody that target the neonatal fragment crystallizable receptor for the treatment of myasthenia gravis, thyroid eye disease, chronic inflammatory demyelinating polyneuropathy, and Graves diseases, as well as warm autoimmune hemolytic anemia. The company is headquartered in New York, New York. Immunovant, Inc. operates as a subsidiary of Roivant Sciences Ltd.",Biotechnology,145292992.0,0.47619998,28.8,45.58,15.9,3493806592.0,0.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,0.0,-66.39,-107.4,-156.7,-211.0,-249.6,-275.7,0.0,0.0,-108.1,-155.9,-218.1,-259.4,-259.5,0.0,-66.08,-108.1,-156.0,-218.3,-266.4,-291.2,0.0,USD,Million
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",4584706048.0,Consumer Defensive,"Ollie's Bargain Outlet Holdings, Inc. operates as a retailer of brand name merchandise in the United States. The company offers housewares, bed and bath, food, floor coverings, health and beauty aids, books and stationery, toys, and electronics; and other products, including hardware, candy, clothing, sporting goods, pet and lawn, and garden products. It provides its products primarily under the Ollie's, Ollie's Bargain Outlet, Good Stuff Cheap, Ollie's Army, Real Brands Real Cheap!, Real Brands! Real Bargains, Sarasota Breeze, Steelton Tools, American Way, and Middleton Home names. The company was formerly known as Bargain Holdings, Inc. and changed its name to Ollie's Bargain Outlet Holdings, Inc. in March 2015. The company was founded in 1982 and is headquartered in Harrisburg, Pennsylvania.",Discount Stores,61366700.0,1.05018,74.71,84.38,52.93,4720216576.0,0.746,5.0,-5.86,4.87,0.27,14.15,-1.55,481.4,874.4,1452.0,2241.0,3056.0,3974.0,0.0,-141.8,-92.63,-234.8,-183.2,89.33,219.3,0.0,-42.61,101.0,239.2,432.9,768.7,1025.0,0.0,-65.64,62.35,196.2,355.6,660.3,896.1,0.0,USD,Million
STKS,"The ONE Group Hospitality, Inc.",166874304.0,Consumer Cyclical,"The ONE Group Hospitality, Inc., a restaurant company, develops, owns, operates, manages, and licenses restaurants and lounges worldwide. It operates through STK, Kona Grill, and ONE Hospitality segments. The company also provides turn-key food and beverage services for hospitality venues, including hotels, casinos, and other locations. Its hospitality food and beverage solutions include developing, managing, and operating restaurants, bars, rooftops, pools, banqueting, catering, private dining rooms, room service, and mini bars; and offers hospitality advisory and consulting services. The company operates restaurants primarily under the STK and Kona Grill brands. The ONE Group Hospitality, Inc. was founded in 2004 and is based in Denver, Colorado.",Restaurants,31308500.0,0.44439,5.33,8.07,3.21,344173472.0,2.441,0.57,33.92,22.25,22.39,-33.38,-12.91,28593.0,28523.0,30435.0,34250.0,36787.0,38257.0,39789.0,5192.0,2375.0,11965.0,7044.0,4582.0,5259.0,5873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13110.0,13467.0,13865.0,15087.0,16471.0,17266.0,17721.0,USD,Million
ASO,"Academy Sports and Outdoors, Inc.",4373594112.0,Consumer Cyclical,"Academy Sports and Outdoors, Inc., through its subsidiaries, operates as a sporting goods and outdoor recreational retailer in the United States. The company outdoor division comprises camping products, such as coolers and drinkware, and camping accessories and equipment,; fishing products, including marine equipment and fishing rods, reels, and baits and equipment; and hunting products, which includes firearms, ammunition, archery and archery equipment, camouflage apparel, waders, shooting accessories, gun safes, optics, airguns, and hunting equipment. Its sports and recreation division offers fitness equipment, fitness accessories, and nutrition supplies; team and specialty sports equipment, including baseball, football, basketball, soccer, golf, racket sports, volleyball, backpacks, and sports bags; recreation products, which includes patio furniture, outdoor cooking, trampolines, play sets, watersports, and pet equipment, as well as wheeled goods including bicycles, skateboards, and other ride-on toys; and electronics and watches, as well as front-end products, such as consumables, batteries, etc. The company's apparel division provides outdoor and seasonal apparel, denim, work apparel, graphic t-shirts, and accessories; boys and girls outdoor, and athletic apparel; sporting and fitness apparel; and professional and collegiate team licensed apparel and accessories. Its footwear division offers casual shoes, slippers, seasonal footwear, and socks; work and western boots, shoes, and hunting footwear; boys and girls footwear; athletic footwear, such as running shoes, athletic lifestyle, and training shoes; and team and specialty sports footwear, and slides. The company sells its products under the Academy Sports + Outdoors, Magellan Outdoors, BCG, O'rageous, Game Winner, Outdoor Gourmet, and Freely brand names. Academy Sports and Outdoors, Inc. was founded in 1938 and is headquartered in Katy, Texas.",Specialty Retail,73791000.0,1.06213,59.06,75.73,42.825,5743154176.0,1.352,2.45,-8.65,-9.0,34.93,-13.48,-10.52,22320.0,24540.0,28318.0,28541.0,34124.0,41361.0,51289.0,8318.0,6194.0,5582.0,6245.0,5240.0,10884.0,15788.0,7551.0,8589.0,10005.0,9472.0,8584.0,14921.0,20892.0,6079.0,7265.0,8457.0,7950.0,7057.0,13438.0,19246.0,USD,Million
CYCN,"Cyclerion Therapeutics, Inc.",8265790.0,Healthcare,"Cyclerion Therapeutics, Inc., a biopharmaceutical company, develops treatments for serious diseases. It is developing Olinciguat, an orally administered vascular soluble guanylate cyclase (sGC) stimulator, which is in Phase 2 clinical trial to out-license for cardiovascular diseases; and Praliciguat, a systemic sGC stimulator that is licensed to Akebia Therapeutics, Inc. for the treatment of rare kidney disease. The company was incorporated in 2018 and is headquartered in Cambridge, Massachusetts.",Biotechnology,2710100.0,0.41341,2.77,6.75,1.75,-537529.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,380.8,540.1,701.9,933.0,1243.0,1852.0,2898.0,-715.1,-554.1,-418.8,-703.5,-536.0,213.6,1004.0,-681.1,-537.3,-421.7,-494.3,-223.4,159.0,1034.0,-705.6,-564.2,-459.7,-536.2,-267.8,154.7,929.7,USD,Million
ANY,Sphere 3D Corp.,20465744.0,Technology,"Sphere 3D Corp. engages in the bitcoin mining business. It is involved with digital asset mining pool operators to provide computing power to the mining pools. The company is based in Stamford, Connecticut.",Software - Application,17796300.0,0.04381,1.15,4.09,0.571,33673776.0,2.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.641,0.0,29.51,35.05,0.0,0.0,-7.272,0.0,-260.9,0.0,0.0,0.0,0.0,0.0,-17.51,0.0,0.0,0.0,0.0,0.0,0.0,-24.6,0.0,-40.41,-27.03,0.0,0.0,CAD,Million
IVCAW,Investcorp India Acquisition Corp,0.0,Financial Services,"Investcorp India Acquisition Corp does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other similar business combination with one or more businesses. The company was formerly known as Investcorp Acquisition Corp. and changed its name to Investcorp India Acquisition Corp in January 2022. Investcorp India Acquisition Corp was incorporated in 2021 and is based in George Town, the Cayman Islands.",Shell Companies,0.0,0.0,0.0699,0.0699,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235632.0,1370907.0,1526666.0,1612715.0,1814561.0,2068244.0,2256265.0,8622.0,144881.0,204105.0,316760.0,502324.0,552578.0,643833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538755.0,619170.0,700144.0,752924.0,837130.0,836718.0,1052110.0,INR,Million
FITBO,Fifth Third Bancorp,0.0,Financial Services,"Fifth Third Bancorp operates as the bank holding company for Fifth Third Bank, National Association that engages in the provision of a range of financial products and services in the United States. It operates through three segments: Commercial Banking, Consumer and Small Business Banking, and Wealth and Asset Management. The Commercial Banking segment offers credit intermediation, cash management, and financial services; lending and depository products; and cash management, foreign exchange and international trade finance, derivatives and capital markets services, asset-based lending, real estate finance, public finance, commercial leasing, and syndicated finance for business, government, and professional customers. The Consumer and Small Banking segment provides a range of deposit and loan products to individuals and small businesses; home equity loans and lines of credit; credit cards; and cash management services. This segment also engages in the residential mortgage that include origination, retention and servicing of residential mortgage loans, sales and securitizations of loans, and hedging activities; indirect lending, including extending loans to consumers through automobile dealers, motorcycle dealers, powersport dealers, recreational vehicle dealers, and marine dealers; and home improvement and solar energy installation loans through contractors and installers. The Wealth & Asset Management segment provides various wealth management services for individuals, companies, and not-for-profit organizations. It offers retail brokerage services to individual clients; and broker dealer services to the institutional marketplace. This segment also provides wealth planning, investment management, banking, insurance, and trust and estate services; and advisory services for institutional clients comprising middle market businesses, non-profits, states, and municipalities. The company was founded in 1858 and is headquartered in Cincinnati, Ohio.",Banks - Regional,0.0,0.20950001,22.03,23.99,17.58,31790379008.0,1.271,0.0,0.0,0.0,0.0,0.0,0.0,8350.0,7624.0,7900.0,8391.0,8733.0,8652.0,9058.0,2419.0,1323.0,2659.0,2330.0,2212.0,2251.0,2453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690.0,2953.0,3152.0,3672.0,3528.0,3650.0,3913.0,USD,Million
SWVL,Swvl Holdings Corp.,77899656.0,Technology,"Swvl Holdings Corp. provides mass transit ridesharing services. It offers B2C Swvl Retail, which provides riders with a network of minibuses and other vehicles running on fixed or semi-fixed routes within cities; Swvl Travel that allows riders to book rides on long-distance intercity routes on vehicle available through the Swvl platform or through third-party services; and Swvl Business, a transport as a service enterprise product for businesses, schools, municipal transit agencies, and other customers. Swvl Holdings Corp. was founded in 2017 and is headquartered in Dubai, the United Arab Emirates.",Software - Application,6791600.0,0.0063300002,11.47,21.94,0.62,76503288.0,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3183.0,3970.0,0.0,0.0,0.0,0.0,524.0,224.8,858.6,0.0,0.0,0.0,0.0,0.0,1502.0,1972.0,0.0,0.0,0.0,0.0,0.0,1348.0,1782.0,0.0,0.0,0.0,0.0,USD,Million
XRTX,XORTX Therapeutics Inc.,8411041.0,Healthcare,"XORTX Therapeutics Inc., a late stage clinical pharmaceutical company, engages in the development and commercialization of therapies to treat progressive kidney diseases, diabetes, insulin resistance, metabolic syndrome, diabetes, diabetic nephropathy, and infection. It develops XRx-008, a late clinical stage program therapy for autosomal dominant polycystic kidney disease; XRx-101, an uric acid lowering agent used to treat patients infected with the coronavirus COVID-19 infection and acute kidney injury (AKI) associated health consequences; and XRX-225, a program for treatment of type 2 diabetic nephropathy. The company has a collaboration and license agreements with the Icahn School of Medicine to study the incidence of AKI and hyperuricemia in patients hospitalized with COVID-19; and with the University of Florida Research Foundation, Inc. XORTX Therapeutics Inc. is based in Alberta Beach, Canada.",Biotechnology,2898560.0,0.23945999,2.9018,67.716,1.98,4974901.0,-0.151,0.0,0.0,0.0,0.0,0.0,0.0,1449.0,1483.0,1686.0,1936.0,2328.0,2699.0,2818.0,-104.5,514.8,475.8,727.3,984.8,1195.0,1231.0,-141.7,643.5,605.8,1031.0,1238.0,1398.0,1437.0,-187.6,593.6,555.9,979.7,1185.0,1436.0,1475.0,USD,Million
VSAC,Vision Sensing Acquisition Corp.,49816200.0,Financial Services,"Vision Sensing Acquisition Corp. does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to focus on companies with operations in vision sensing technologies, including hardware chip solutions, VST-related application software, artificial intelligence, and other peripheral technologies that assist to integrate and/or supplement VST applications. The company was incorporated in 2021 and is based in Miami, Florida. Vision Sensing Acquisition Corp. operates as a subsidiary of Vision Sensing LLC.",Shell Companies,1820760.0,0.28911,11.45,11.85,10.5,49816260.0,0.023,0.35,2.97,3.62,8.53,15.31,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.848,-0.1474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8663,-1.63,0.0,0.0,0.0,0.0,0.0,USD,Million
MOGO,Mogo Inc.,45873880.0,Technology,"Mogo Inc. operates as a digital finance company in Canada, Europe, and internationally. The company's digital solutions help build wealth and achieve financial freedom. It provides MogoTrade, a stock trading app; Moka; and MogoMoney that provides online personal loans. The company also offers digital loans and mortgages; and operates a digital payments platform that powers next-generation card programs for both global corporations and fintech companies in Europe and Canada. Mogo Inc. is headquartered in Vancouver, Canada.",Software - Infrastructure,24326400.0,0.16346,1.88,2.955,0.95,118527672.0,3.515,3.3,-2.08,29.66,43.51,-3.59,2.17,59.8,44.24,57.52,68.95,65.22,71.33,80.34,-10.8,-13.44,-33.21,-165.7,-17.89,-30.24,-25.1,7.2,11.6,-11.11,-12.23,7.669,7.009,11.32,-3.654,1.139,-35.53,-33.58,-3.876,-13.78,-8.253,CAD,Million
OZKAP,Bank OZK,0.0,Financial Services,"Bank OZK provides various retail and commercial banking services for individuals and businesses in the United States. The company offers deposit services, including non-interest bearing checking, interest bearing transaction, business sweep, savings, money market, individual retirement, and other accounts, as well as time and reciprocal deposits. It also provides trust and wealth services, such as personal trusts, custodial accounts, investment management accounts, and retirement accounts, as well as corporate trust services, including trustee, paying agent and registered transfer agent services, and other related services. In addition, the company offers treasury management services comprising automated clearing house, wire transfer, transaction reporting, wholesale lockbox, remote deposit capture, automated credit line transfer, reconciliation, positive pay, commercial card, and other services, as well as zero balance and investment sweep accounts. Further, it provides real estate, consumer, small business, indirect recreational vehicle and marine, equipment, agricultural, commercial and industrial, government guaranteed, lines of credit, homebuilder, and affordable housing loans; lender and structured, business aviation, and subscription financing services; and mortgage and other lending products. Additionally, the company offers ATMs; telephone, online, and mobile banking services; credit and debit cards; safe deposit boxes; and other products and services. The company was formerly known as Bank of the Ozarks and changed its name to Bank OZK in July 2018. Bank OZK was founded in 1903 and is headquartered in Little Rock, Arkansas.",Banks - Regional,0.0,0.19634001,16.71,18.0,12.765,583277760.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,996.1,999.3,1110.0,1257.0,1562.0,1662.0,1720.0,425.9,291.9,579.0,547.5,674.6,708.4,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,585.8,679.7,805.0,1032.0,1126.0,1125.0,USD,Million
IIIV,"i3 Verticals, Inc.",784256064.0,Technology,"i3 Verticals, Inc. provides integrated payment and software solutions primarily to the public sector and healthcare markets in the United States. It operates in two segments, Software and Services, and Merchant Services. The company offers payment processing services that enables upper and lower court case management, collections, finance and accounting, motor vehicle and carrier registration, e-filing and taxation, license plate inventory, property tax management, utility billing, professional licensing, document workflow, and law enforcement software; assists public schools in completing payment processing functions, including accepting payments for online or at school lunches, and school activities. It also provides software platforms, such as electronic healthcare records and revenue cycle management solutions; insurance adjudication, patient engagement platforms, billing, scheduling, and integrated payments solutions; and workflow software and associated professional services to medical insurance payers. In addition, the company engages in software licenses and subscriptions, transaction-based fees, ongoing software maintenance and support, and other software-related solutions; and payment processing and gateway fees, as well as other related fixed transaction or service fees. Further, it sells equipment, and offers non-software related professional services. The company offers its solutions to clients through direct sales force; distribution partners comprising independent software vendors, independent sales organizations, and value-added resellers. i3 Verticals, Inc. was founded in 2012 and is headquartered in Nashville, Tennessee.",Software - Infrastructure,23279200.0,0.9282,23.46,25.7,17.54,1028644352.0,1.576,4.08,5.63,20.18,22.25,-3.38,10.82,137.6,151.0,224.7,317.9,370.2,394.0,426.7,-3.045,-0.419,-4.457,-17.1,-0.811,9.128,18.57,38.74,38.56,55.41,79.54,100.4,110.8,123.9,35.75,34.84,50.94,74.25,92.04,100.1,111.9,USD,Million
JFIN,Jiayin Group Inc.,346805760.0,Communication Services,"Jiayin Group Inc. provides online consumer finance services in the People's Republic of China. The company operates a fintech platform that facilitates transparent, secure, and fast connections between individual borrowers and financial institutions funding partners. It also offers referral services for investment products offered by the financial service providers; and software development, risk control, marketing support, and IT assistance services. The company was founded in 2011 and is headquartered in Shanghai, the People's Republic of China.",Internet Content & Information,53685100.0,0.00871,6.46,8.19,3.9,1056729984.0,0.957,1.41,-12.35,17.67,33.75,46.49,24.71,43165.0,44611.0,63495.0,55554.0,54041.0,53021.0,52722.0,8010.0,9769.0,21094.0,12420.0,10058.0,12209.0,11907.0,21197.0,23902.0,37720.0,26272.0,23892.0,24936.0,24897.0,16813.0,19623.0,33023.0,20508.0,15498.0,18382.0,17579.0,USD,Million
BREA,Brera Holdings PLC,17041360.0,Communication Services,"Brera Holdings PLC develops, manages, and operates football clubs. The company operates a football club under the Brera FC brand name. Brera Holdings PLC was founded in 2000 and is based in Dublin, Ireland.",Entertainment,4560000.0,0.00321,1.4,3.2,0.526,11638228.0,0.0,9.88,-4.11,-35.19,35.92,-55.56,113.54,0.2148,0.4202,0.1624,0.0,0.0,0.0,0.0,0.002508,-0.0871,-1.227,0.0,0.0,0.0,0.0,-0.008822,-0.002635,-1.223,0.0,0.0,0.0,0.0,-0.01,-0.00709,-1.227,0.0,0.0,0.0,0.0,in,Million
SFST,"Southern First Bancshares, Inc.",228531120.0,Financial Services,"Southern First Bancshares, Inc. operates as the bank holding company for Southern First Bank that provides commercial, consumer, and mortgage loans to the general public in South Carolina, North Carolina, and Georgia. The company accepts various deposit products that include checking accounts, commercial checking accounts, and savings accounts, as well as other time deposits, including daily money market accounts and long-term certificates of deposit. Its loan portfolio comprises commercial real estate loans; construction real estate loans; commercial business loans for various lines of businesses, such as the manufacturing, service industry, and professional service areas; consumer real estate and home equity loans; and other consumer loans, including secured and unsecured installment loans and revolving lines of credit. In addition, the company provides other bank services, such as internet banking, cash management, safe deposit boxes, direct deposit, automatic drafts, bill payment, and mobile banking services. Southern First Bancshares, Inc. was incorporated in 1999 and is headquartered in Greenville, South Carolina.",Banks - Regional,8156000.0,0.81194,28.02,39.36,20.75,337571136.0,0.773,0.0,0.0,0.0,0.0,0.0,0.0,21419.0,20375.0,23113.0,29279.0,25253.0,26913.0,28247.0,4739.0,3119.0,2393.0,3524.0,3976.0,4389.0,4756.0,8178.0,8889.0,9123.0,9284.0,10351.0,11632.0,12436.0,5140.0,5371.0,5558.0,5621.0,5826.0,6842.0,7604.0,USD,Million
AFRM,"Affirm Holdings, Inc.",10053198848.0,Technology,"Affirm Holdings, Inc. operates a platform for digital and mobile-first commerce in the United States, Canada, and internationally. The company's platform includes point-of-sale payment solution for consumers, merchant commerce solutions, and a consumer-focused app. Its commerce platform, agreements with originating banks, and capital markets partners enables consumers to pay for a purchase over time with terms ranging up to 60 months. The company has active merchants covering small businesses, large enterprises, direct-to-consumer brands, brick-and-mortar stores, and companies with an omni-channel presence. Its merchants represent a range of industries, including sporting goods and outdoors, furniture and homewares, travel and ticketing, apparel, accessories, consumer electronics, and jewelry. Affirm Holdings, Inc. was founded in 2012 and is headquartered in San Francisco, California.",Software - Infrastructure,259564000.0,0.84262,32.08,52.48,8.8,14365764608.0,3.577,0.0,0.0,0.0,0.0,0.0,0.0,481.4,874.4,1452.0,2241.0,3056.0,3974.0,0.0,-141.8,-92.63,-234.8,-183.2,89.33,219.3,0.0,-42.61,101.0,239.2,432.9,768.7,1025.0,0.0,-65.64,62.35,196.2,355.6,660.3,896.1,0.0,USD,Million
DNLI,Denali Therapeutics Inc.,2293466368.0,Healthcare,"Denali Therapeutics Inc., a biopharmaceutical company, develops a portfolio of product candidates engineered to cross the blood-brain barrier for neurodegenerative diseases and lysosomal storage diseases in the United States. The company's transport vehicle (TV)-enabled programs include DNL310 ETV, an IDS enzyme replacement therapy program for MPS II; TAK-594/DNL593 which is in Phase 1/II for frontotemporal dementia-granulin; DNL126 program for MPS IIIA; and DNL622 for MPS I, as well as other preclinical programs that target amyloid beta and HER2. Its brain-penetrant small molecule programs comprise BIIB122/DNL151 LRRK2 inhibitor program for Parkinson's disease; SAR443820/DNL788 RIPK1 inhibitor program for CNS disease; DNL343 eIF2B Activator program for amyotrophic lateral sclerosis; and SAR443122/DNL758 RIPK1 inhibitor program for peripheral inflammatory diseases. It also provides early stage program include TAK-594/DNL593 program for FTD-GRN; DNL126 program for MPS IIIA, a Sanfilippo Syndrome A; DNL622 for MPS I which is Hurler syndrome; Antibody Transport Vehicle Amyloid beta program; Oligonucleotide Transport Vehicle platform, a novel class of biotherapeutics to address the root cause of diseases through modulation of gene expression; and other TV-enabled discovery programs. The company has collaboration agreements with Biogen MA Inc. and Biogen International GmbH; Genzyme Corporation; Takeda Pharmaceutical Company Limited; F-star Gamma Limited, F-star Biotechnologische Forschungs-und Entwicklungsges m.b.H, and F-star Biotechnology Limited; and Genentech, Inc. The company was formerly known as SPR Pharma Inc. and changed its name to Denali Therapeutics Inc. in March 2015. Denali Therapeutics Inc. was incorporated in 2013 and is headquartered in South San Francisco, California.",Biotechnology,142540000.0,0.79487,15.56,33.31,15.45,1183063296.0,1.331,-7.49,-21.69,-9.06,-16.79,-37.64,-27.49,1449.0,1483.0,1686.0,1936.0,2328.0,2699.0,2818.0,-104.5,514.8,475.8,727.3,984.8,1195.0,1231.0,-141.7,643.5,605.8,1031.0,1238.0,1398.0,1437.0,-187.6,593.6,555.9,979.7,1185.0,1436.0,1475.0,USD,Million
